lam      lh1=14     lh1=16     lh1=17   lh1=17.25   lh1=17.5  lh1=17.75    lh1=18   lh1=18.25   lh1=18.5
1805  7.286e+39  7.286e+39  7.286e+39  7.286e+39  7.286e+39  7.286e+39  7.286e+39  7.286e+39  7.286e+39
1815  7.123e+39  7.123e+39  7.123e+39  7.123e+39  7.123e+39  7.123e+39  7.123e+39  7.123e+39  7.123e+39
1825  7.020e+39  7.020e+39  7.020e+39  7.020e+39  7.020e+39  7.020e+39  7.020e+39  7.020e+39  7.020e+39
1835  6.980e+39  6.980e+39  6.980e+39  6.980e+39  6.980e+39  6.980e+39  6.980e+39  6.980e+39  6.980e+39
1845  6.735e+39  6.735e+39  6.735e+39  6.735e+39  6.735e+39  6.735e+39  6.735e+39  6.735e+39  6.735e+39
1855  6.663e+39  6.663e+39  6.663e+39  6.663e+39  6.663e+39  6.663e+39  6.663e+39  6.663e+39  6.663e+39
1865  6.636e+39  6.636e+39  6.636e+39  6.636e+39  6.636e+39  6.636e+39  6.636e+39  6.636e+39  6.636e+39
1875  6.570e+39  6.570e+39  6.570e+39  6.570e+39  6.570e+39  6.570e+39  6.570e+39  6.570e+39  6.570e+39
1885  6.309e+39  6.309e+39  6.309e+39  6.309e+39  6.309e+39  6.309e+39  6.309e+39  6.309e+39  6.309e+39
1895  6.218e+39  6.218e+39  6.218e+39  6.218e+39  6.218e+39  6.218e+39  6.218e+39  6.218e+39  6.218e+39
1905  6.241e+39  6.241e+39  6.241e+39  6.241e+39  6.241e+39  6.241e+39  6.241e+39  6.241e+39  6.241e+39
1915  6.120e+39  6.120e+39  6.120e+39  6.120e+39  6.120e+39  6.120e+39  6.120e+39  6.120e+39  6.120e+39
1925  5.975e+39  5.975e+39  5.975e+39  5.975e+39  5.975e+39  5.975e+39  5.975e+39  5.975e+39  5.975e+39
1935  5.989e+39  5.989e+39  5.989e+39  5.989e+39  5.989e+39  5.989e+39  5.989e+39  5.989e+39  5.989e+39
1945  5.947e+39  5.947e+39  5.947e+39  5.947e+39  5.947e+39  5.947e+39  5.947e+39  5.947e+39  5.947e+39
1955  5.737e+39  5.737e+39  5.737e+39  5.737e+39  5.737e+39  5.737e+39  5.737e+39  5.737e+39  5.737e+39
1967  5.757e+39  5.757e+39  5.757e+39  5.757e+39  5.757e+39  5.757e+39  5.757e+39  5.757e+39  5.757e+39
1976  5.756e+39  5.756e+39  5.756e+39  5.756e+39  5.756e+39  5.756e+39  5.756e+39  5.756e+39  5.756e+39
1984  5.616e+39  5.616e+39  5.616e+39  5.616e+39  5.616e+39  5.616e+39  5.616e+39  5.616e+39  5.616e+39
1995  5.526e+39  5.526e+39  5.526e+39  5.526e+39  5.526e+39  5.526e+39  5.526e+39  5.526e+39  5.526e+39
2005  5.481e+39  5.481e+39  5.481e+39  5.481e+39  5.481e+39  5.481e+39  5.481e+39  5.481e+39  5.481e+39
2015  5.425e+39  5.425e+39  5.425e+39  5.425e+39  5.425e+39  5.425e+39  5.425e+39  5.425e+39  5.425e+39
2025  5.382e+39  5.382e+39  5.382e+39  5.382e+39  5.382e+39  5.382e+39  5.382e+39  5.382e+39  5.382e+39
2035  5.238e+39  5.238e+39  5.238e+39  5.238e+39  5.238e+39  5.238e+39  5.238e+39  5.238e+39  5.238e+39
2045  5.178e+39  5.178e+39  5.178e+39  5.178e+39  5.178e+39  5.178e+39  5.178e+39  5.178e+39  5.178e+39
2055  5.009e+39  5.009e+39  5.009e+39  5.009e+39  5.009e+39  5.009e+39  5.009e+39  5.009e+39  5.009e+39
2065  5.048e+39  5.048e+39  5.048e+39  5.048e+39  5.048e+39  5.048e+39  5.048e+39  5.048e+39  5.048e+39
2074  5.116e+39  5.116e+39  5.116e+39  5.116e+39  5.116e+39  5.116e+39  5.116e+39  5.116e+39  5.116e+39
2078  5.010e+39  5.010e+39  5.010e+39  5.010e+39  5.010e+39  5.010e+39  5.010e+39  5.010e+39  5.010e+39
2085  4.990e+39  4.990e+39  4.990e+39  4.990e+39  4.990e+39  4.990e+39  4.990e+39  4.990e+39  4.990e+39
2095  4.875e+39  4.875e+39  4.875e+39  4.875e+39  4.875e+39  4.875e+39  4.875e+39  4.875e+39  4.875e+39
2105  4.855e+39  4.855e+39  4.855e+39  4.855e+39  4.855e+39  4.855e+39  4.855e+39  4.855e+39  4.855e+39
2115  4.810e+39  4.810e+39  4.810e+39  4.810e+39  4.810e+39  4.810e+39  4.810e+39  4.810e+39  4.810e+39
2125  4.763e+39  4.763e+39  4.763e+39  4.763e+39  4.763e+39  4.763e+39  4.763e+39  4.763e+39  4.763e+39
2135  4.680e+39  4.680e+39  4.680e+39  4.680e+39  4.680e+39  4.680e+39  4.680e+39  4.680e+39  4.680e+39
2145  4.599e+39  4.599e+39  4.599e+39  4.599e+39  4.599e+39  4.599e+39  4.599e+39  4.599e+39  4.599e+39
2155  4.585e+39  4.585e+39  4.585e+39  4.585e+39  4.585e+39  4.585e+39  4.585e+39  4.585e+39  4.585e+39
2165  4.494e+39  4.494e+39  4.494e+39  4.494e+39  4.494e+39  4.494e+39  4.494e+39  4.494e+39  4.494e+39
2175  4.460e+39  4.460e+39  4.460e+39  4.460e+39  4.460e+39  4.460e+39  4.460e+39  4.460e+39  4.460e+39
2185  4.368e+39  4.368e+39  4.368e+39  4.368e+39  4.368e+39  4.368e+39  4.368e+39  4.368e+39  4.368e+39
2195  4.358e+39  4.358e+39  4.358e+39  4.358e+39  4.358e+39  4.358e+39  4.358e+39  4.358e+39  4.358e+39
2205  4.297e+39  4.297e+39  4.297e+39  4.297e+39  4.297e+39  4.297e+39  4.297e+39  4.297e+39  4.297e+39
2215  4.210e+39  4.210e+39  4.210e+39  4.210e+39  4.210e+39  4.210e+39  4.210e+39  4.210e+39  4.210e+39
2225  4.179e+39  4.179e+39  4.179e+39  4.179e+39  4.179e+39  4.179e+39  4.179e+39  4.179e+39  4.179e+39
2235  4.134e+39  4.134e+39  4.134e+39  4.134e+39  4.134e+39  4.134e+39  4.134e+39  4.134e+39  4.134e+39
2245  4.087e+39  4.087e+39  4.087e+39  4.087e+39  4.087e+39  4.087e+39  4.087e+39  4.087e+39  4.087e+39
2255  4.006e+39  4.006e+39  4.006e+39  4.006e+39  4.006e+39  4.006e+39  4.006e+39  4.006e+39  4.006e+39
2265  3.994e+39  3.994e+39  3.994e+39  3.994e+39  3.994e+39  3.994e+39  3.994e+39  3.994e+39  3.994e+39
2275  3.959e+39  3.959e+39  3.959e+39  3.959e+39  3.959e+39  3.959e+39  3.959e+39  3.959e+39  3.959e+39
2285  3.935e+39  3.935e+39  3.935e+39  3.935e+39  3.935e+39  3.935e+39  3.935e+39  3.935e+39  3.935e+39
2295  3.794e+39  3.794e+39  3.794e+39  3.794e+39  3.794e+39  3.794e+39  3.794e+39  3.794e+39  3.794e+39
2305  3.831e+39  3.831e+39  3.831e+39  3.831e+39  3.831e+39  3.831e+39  3.831e+39  3.831e+39  3.831e+39
2315  3.782e+39  3.782e+39  3.782e+39  3.782e+39  3.782e+39  3.782e+39  3.782e+39  3.782e+39  3.782e+39
2325  3.637e+39  3.637e+39  3.637e+39  3.637e+39  3.637e+39  3.637e+39  3.637e+39  3.637e+39  3.637e+39
2335  3.665e+39  3.665e+39  3.665e+39  3.665e+39  3.665e+39  3.665e+39  3.665e+39  3.665e+39  3.665e+39
2345  3.626e+39  3.626e+39  3.626e+39  3.626e+39  3.626e+39  3.626e+39  3.626e+39  3.626e+39  3.626e+39
2355  3.591e+39  3.591e+39  3.591e+39  3.591e+39  3.591e+39  3.591e+39  3.591e+39  3.591e+39  3.591e+39
2365  3.543e+39  3.543e+39  3.543e+39  3.543e+39  3.543e+39  3.543e+39  3.543e+39  3.543e+39  3.543e+39
2375  3.503e+39  3.503e+39  3.503e+39  3.503e+39  3.503e+39  3.503e+39  3.503e+39  3.503e+39  3.503e+39
2385  3.431e+39  3.431e+39  3.431e+39  3.431e+39  3.431e+39  3.431e+39  3.431e+39  3.431e+39  3.431e+39
2395  3.432e+39  3.432e+39  3.432e+39  3.432e+39  3.432e+39  3.432e+39  3.432e+39  3.432e+39  3.432e+39
2405  3.399e+39  3.399e+39  3.399e+39  3.399e+39  3.399e+39  3.399e+39  3.399e+39  3.399e+39  3.399e+39
2415  3.359e+39  3.359e+39  3.359e+39  3.359e+39  3.359e+39  3.359e+39  3.359e+39  3.359e+39  3.359e+39
2425  3.326e+39  3.326e+39  3.326e+39  3.326e+39  3.326e+39  3.326e+39  3.326e+39  3.326e+39  3.326e+39
2435  3.277e+39  3.277e+39  3.277e+39  3.277e+39  3.277e+39  3.277e+39  3.277e+39  3.277e+39  3.277e+39
2445  3.251e+39  3.251e+39  3.251e+39  3.251e+39  3.251e+39  3.251e+39  3.251e+39  3.251e+39  3.251e+39
2455  3.217e+39  3.217e+39  3.217e+39  3.217e+39  3.217e+39  3.217e+39  3.217e+39  3.217e+39  3.217e+39
2465  3.179e+39  3.179e+39  3.179e+39  3.179e+39  3.179e+39  3.179e+39  3.179e+39  3.179e+39  3.179e+39
2475  3.143e+39  3.143e+39  3.143e+39  3.143e+39  3.143e+39  3.143e+39  3.143e+39  3.143e+39  3.143e+39
2485  3.109e+39  3.109e+39  3.109e+39  3.109e+39  3.109e+39  3.109e+39  3.109e+39  3.109e+39  3.109e+39
2495  2.965e+39  2.965e+39  2.965e+39  2.965e+39  2.965e+39  2.965e+39  2.965e+39  2.965e+39  2.965e+39
2505      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
2513      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
2518      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
